"Hide Default Store Code","Приховати код магазину за замовчуванням"
"If enabled, default store code will be hidden from URLs<br>http://www.example.com/default/<br>becomes<br>http://www.example.com/","Якщо увімкнено, код магазину за замовчуванням буде прихований з URL-адрес <br> http://www.example.com/default/ <br> стає <br> http://www.example.com/"
